season,week,kickoff,home_team,home_score,visitors_score,visiting_team
2014,4,2014-09-28T15:05:00-05:00,SD,33,14,JAC
2014,4,2014-09-28T15:25:00-05:00,SF,26,21,PHI
2014,4,2014-09-28T15:25:00-05:00,MIN,41,28,ATL
2014,4,2014-09-28T19:30:00-05:00,DAL,38,17,NO
2014,4,2014-09-29T19:30:00-05:00,KC,41,14,NE
2014,5,2014-10-02T19:25:00-05:00,GB,42,10,MIN
2014,5,2014-10-05T12:00:00-05:00,IND,20,13,BAL
2014,5,2014-10-05T12:00:00-05:00,DAL,20,17,HOU
2014,5,2014-10-05T12:00:00-05:00,PHI,34,28,STL
2014,5,2014-10-05T12:00:00-05:00,NYG,30,20,ATL
2014,5,2014-10-05T12:00:00-05:00,JAC,9,17,PIT
2014,5,2014-10-05T12:00:00-05:00,DET,14,17,BUF
2014,5,2014-10-05T12:00:00-05:00,CAR,31,24,CHI
2014,5,2014-10-05T12:00:00-05:00,NO,37,31,TB
2014,5,2014-10-05T12:00:00-05:00,TEN,28,29,CLE
2014,5,2014-10-05T15:05:00-05:00,DEN,41,20,ARI
2014,5,2014-10-05T15:25:00-05:00,SF,22,17,KC
2014,5,2014-10-05T15:25:00-05:00,SD,31,0,NYJ
2014,5,2014-10-05T19:30:00-05:00,NE,43,17,CIN
2014,5,2014-10-06T19:30:00-05:00,WAS,17,27,SEA
2014,6,2014-10-09T19:25:00-05:00,HOU,28,33,IND
2014,6,2014-10-12T12:00:00-05:00,CIN,37,37,CAR
2014,6,2014-10-12T12:00:00-05:00,BUF,22,37,NE
2014,6,2014-10-12T12:00:00-05:00,CLE,31,10,PIT
2014,6,2014-10-12T12:00:00-05:00,TB,17,48,BAL
2014,6,2014-10-12T12:00:00-05:00,MIA,24,27,GB
2014,6,2014-10-12T12:00:00-05:00,ATL,13,27,CHI
2014,6,2014-10-12T12:00:00-05:00,NYJ,17,31,DEN
2014,6,2014-10-12T12:00:00-05:00,TEN,16,14,JAC
2014,6,2014-10-12T12:00:00-05:00,MIN,3,17,DET
2014,6,2014-10-12T15:05:00-05:00,OAK,28,31,SD
2014,6,2014-10-12T15:25:00-05:00,ARI,30,20,WAS
2014,6,2014-10-12T15:25:00-05:00,SEA,23,30,DAL
2014,6,2014-10-12T19:30:00-05:00,PHI,27,0,NYG
2014,6,2014-10-13T19:30:00-05:00,STL,17,31,SF
2014,7,2014-10-16T19:25:00-05:00,NE,27,25,NYJ
2014,7,2014-10-19T12:00:00-05:00,CHI,14,27,MIA
2014,7,2014-10-19T12:00:00-05:00,BUF,17,16,MIN
2014,7,2014-10-19T12:00:00-05:00,IND,27,0,CIN
2014,7,2014-10-19T12:00:00-05:00,JAC,24,6,CLE
2014,7,2014-10-19T12:00:00-05:00,DET,24,23,NO
2014,7,2014-10-19T12:00:00-05:00,GB,38,17,CAR
2014,7,2014-10-19T12:00:00-05:00,STL,28,26,SEA
2014,7,2014-10-19T12:00:00-05:00,BAL,29,7,ATL
2014,7,2014-10-19T12:00:00-05:00,WAS,19,17,TEN
2014,7,2014-10-19T15:05:00-05:00,SD,20,23,KC
2014,7,2014-10-19T15:25:00-05:00,DAL,31,21,NYG
2014,7,2014-10-19T15:25:00-05:00,OAK,13,24,ARI
2014,7,2014-10-19T19:30:00-05:00,DEN,42,17,SF
2014,7,2014-10-20T19:30:00-05:00,PIT,30,23,HOU
2014,8,2014-10-23T19:25:00-05:00,DEN,35,21,SD
2014,8,2014-10-26T12:00:00-05:00,CIN,27,24,BAL
2014,8,2014-10-26T12:00:00-05:00,TB,13,19,MIN
2014,8,2014-10-26T12:00:00-05:00,KC,34,7,STL
2014,8,2014-10-26T12:00:00-05:00,ATL,21,22,DET
2014,8,2014-10-26T12:00:00-05:00,JAC,13,27,MIA
2014,8,2014-10-26T12:00:00-05:00,NYJ,23,43,BUF
2014,8,2014-10-26T12:00:00-05:00,CAR,9,13,SEA
2014,8,2014-10-26T12:00:00-05:00,NE,51,23,CHI
2014,8,2014-10-26T12:00:00-05:00,TEN,16,30,HOU
2014,8,2014-10-26T15:05:00-05:00,ARI,24,20,PHI
2014,8,2014-10-26T15:25:00-05:00,CLE,23,13,OAK
2014,8,2014-10-26T15:25:00-05:00,PIT,51,34,IND
2014,8,2014-10-26T19:30:00-05:00,NO,44,23,GB
2014,8,2014-10-27T19:30:00-05:00,DAL,17,20,WAS
2014,9,2014-10-30T19:25:00-05:00,CAR,10,28,NO
2014,9,2014-11-02T12:00:00-05:00,CIN,33,23,JAC
2014,9,2014-11-02T12:00:00-05:00,CLE,22,17,TB
2014,9,2014-11-02T12:00:00-05:00,KC,24,10,NYJ
2014,9,2014-11-02T12:00:00-05:00,DAL,17,28,ARI
2014,9,2014-11-02T12:00:00-05:00,MIA,37,0,SD
2014,9,2014-11-02T12:00:00-05:00,HOU,21,31,PHI
2014,9,2014-11-02T12:00:00-05:00,MIN,29,26,WAS
2014,9,2014-11-02T15:05:00-05:00,SF,10,13,STL
2014,9,2014-11-02T15:25:00-05:00,NE,43,21,DEN
2014,9,2014-11-02T15:25:00-05:00,SEA,30,24,OAK
2014,9,2014-11-02T19:30:00-05:00,PIT,43,23,BAL
2014,9,2014-11-03T19:30:00-06:00,NYG,24,40,IND
2014,10,2014-11-06T19:25:00-06:00,CIN,3,24,CLE
2014,10,2014-11-09T12:00:00-06:00,BUF,13,17,KC
2014,10,2014-11-09T12:00:00-06:00,TB,17,27,ATL
2014,10,2014-11-09T12:00:00-06:00,JAC,17,31,DAL
2014,10,2014-11-09T12:00:00-06:00,NYJ,20,13,PIT
2014,10,2014-11-09T12:00:00-06:00,DET,20,16,MIA
2014,10,2014-11-09T12:00:00-06:00,BAL,21,7,TEN
2014,10,2014-11-09T12:00:00-06:00,NO,24,27,SF
2014,10,2014-11-09T15:05:00-06:00,OAK,17,41,DEN
2014,10,2014-11-09T15:25:00-06:00,ARI,31,14,STL
2014,10,2014-11-09T15:25:00-06:00,SEA,38,17,NYG
2014,10,2014-11-09T19:30:00-06:00,GB,55,14,CHI
2014,10,2014-11-10T19:30:00-06:00,PHI,45,21,CAR
2014,11,2014-11-13T19:25:00-06:00,MIA,22,9,BUF
2014,11,2014-11-16T12:00:00-06:00,CHI,21,13,MIN
2014,11,2014-11-16T12:00:00-06:00,CLE,7,23,HOU
2014,11,2014-11-16T12:00:00-06:00,KC,24,20,SEA
2014,11,2014-11-16T12:00:00-06:00,NYG,10,16,SF
2014,11,2014-11-16T12:00:00-06:00,GB,53,20,PHI
2014,11,2014-11-16T12:00:00-06:00,CAR,17,19,ATL
2014,11,2014-11-16T12:00:00-06:00,STL,22,7,DEN
2014,11,2014-11-16T12:00:00-06:00,WAS,7,27,TB
2014,11,2014-11-16T12:00:00-06:00,NO,10,27,CIN
2014,11,2014-11-16T15:05:00-06:00,SD,13,6,OAK
2014,11,2014-11-16T15:25:00-06:00,ARI,14,6,DET
2014,11,2014-11-16T19:30:00-06:00,IND,20,42,NE
2014,11,2014-11-17T19:30:00-06:00,TEN,24,27,PIT
2014,12,2014-11-20T19:25:00-06:00,OAK,24,20,KC
2014,12,2014-11-23T12:00:00-06:00,CHI,21,13,TB
2014,12,2014-11-23T12:00:00-06:00,BUF,38,3,NYJ
2014,12,2014-11-23T12:00:00-06:00,IND,23,3,JAC
2014,12,2014-11-23T12:00:00-06:00,PHI,43,24,TEN
2014,12,2014-11-23T12:00:00-06:00,ATL,24,26,CLE
2014,12,2014-11-23T12:00:00-06:00,NE,34,9,DET
2014,12,2014-11-23T12:00:00-06:00,HOU,13,22,CIN
2014,12,2014-11-23T12:00:00-06:00,MIN,21,24,GB
2014,12,2014-11-23T15:05:00-06:00,SD,27,24,STL
2014,12,2014-11-23T15:05:00-06:00,SEA,19,3,ARI
2014,12,2014-11-23T15:25:00-06:00,SF,17,13,WAS
2014,12,2014-11-23T15:25:00-06:00,DEN,39,36,MIA
2014,12,2014-11-23T19:30:00-06:00,NYG,28,31,DAL
2014,12,2014-11-24T19:30:00-06:00,NO,27,34,BAL
2014,13,2014-11-27T15:30:00-06:00,DAL,10,33,PHI
2014,13,2014-11-27T19:30:00-06:00,SF,3,19,SEA
2014,13,2014-11-27T23:30:00-06:00,DET,34,17,CHI
2014,13,2014-11-30T12:00:00-06:00,BUF,26,10,CLE
2014,13,2014-11-30T12:00:00-06:00,TB,13,14,CIN
2014,13,2014-11-30T12:00:00-06:00,IND,49,27,WAS
2014,13,2014-11-30T12:00:00-06:00,JAC,25,24,NYG
2014,13,2014-11-30T12:00:00-06:00,STL,52,0,OAK
2014,13,2014-11-30T12:00:00-06:00,BAL,33,34,SD
2014,13,2014-11-30T12:00:00-06:00,PIT,32,35,NO
2014,13,2014-11-30T12:00:00-06:00,HOU,45,21,TEN
2014,13,2014-11-30T12:00:00-06:00,MIN,31,13,CAR
2014,13,2014-11-30T15:05:00-06:00,ATL,29,18,ARI
2014,13,2014-11-30T15:25:00-06:00,GB,26,21,NE
2014,13,2014-11-30T19:30:00-06:00,KC,16,29,DEN
2014,13,2014-12-01T19:30:00-06:00,NYJ,13,16,MIA
2014,14,2014-12-04T19:25:00-06:00,CHI,28,41,DAL
2014,14,2014-12-07T12:00:00-06:00,CIN,21,42,PIT
2014,14,2014-12-07T12:00:00-06:00,CLE,24,25,IND
2014,14,2014-12-07T12:00:00-06:00,MIA,13,28,BAL
2014,14,2014-12-07T12:00:00-06:00,JAC,13,27,HOU
2014,14,2014-12-07T12:00:00-06:00,DET,34,17,TB
2014,14,2014-12-07T12:00:00-06:00,WAS,0,24,STL
2014,14,2014-12-07T12:00:00-06:00,NO,10,41,CAR
2014,14,2014-12-07T12:00:00-06:00,TEN,7,36,NYG
2014,14,2014-12-07T12:00:00-06:00,MIN,30,24,NYJ
2014,14,2014-12-07T15:05:00-06:00,DEN,24,17,BUF
2014,14,2014-12-07T15:05:00-06:00,ARI,17,14,KC
2014,14,2014-12-07T15:25:00-06:00,PHI,14,24,SEA
2014,14,2014-12-07T15:25:00-06:00,OAK,24,13,SF
2014,14,2014-12-07T19:30:00-06:00,SD,14,23,NE
2014,14,2014-12-08T19:30:00-06:00,GB,43,37,ATL
2014,15,2014-12-11T19:25:00-06:00,STL,6,12,ARI
2014,15,2014-12-14T12:00:00-06:00,BUF,21,13,GB
2014,15,2014-12-14T12:00:00-06:00,CLE,0,30,CIN
2014,15,2014-12-14T12:00:00-06:00,KC,31,13,OAK
2014,15,2014-12-14T12:00:00-06:00,IND,17,10,HOU
2014,15,2014-12-14T12:00:00-06:00,ATL,20,27,PIT
2014,15,2014-12-14T12:00:00-06:00,NYG,24,13,WAS
2014,15,2014-12-14T12:00:00-06:00,DET,16,14,MIN
2014,15,2014-12-14T12:00:00-06:00,CAR,19,17,TB
2014,15,2014-12-14T12:00:00-06:00,NE,41,13,MIA
2014,15,2014-12-14T12:00:00-06:00,BAL,20,12,JAC
2014,15,2014-12-14T15:05:00-06:00,SD,10,22,DEN
2014,15,2014-12-14T15:05:00-06:00,TEN,11,16,NYJ
2014,15,2014-12-14T15:25:00-06:00,SEA,17,7,SF
2014,15,2014-12-14T19:30:00-06:00,PHI,27,38,DAL
2014,15,2014-12-15T19:30:00-06:00,CHI,15,31,NO
2014,16,2014-12-18T19:25:00-06:00,JAC,21,13,TEN
2014,16,2014-12-20T15:30:00-06:00,SF,35,38,SD
2014,16,2014-12-20T15:30:00-06:00,WAS,27,24,PHI
2014,16,2014-12-21T12:00:00-06:00,CHI,14,20,DET
2014,16,2014-12-21T12:00:00-06:00,TB,3,20,GB
2014,16,2014-12-21T12:00:00-06:00,MIA,37,35,MIN
2014,16,2014-12-21T12:00:00-06:00,NYJ,16,17,NE
2014,16,2014-12-21T12:00:00-06:00,CAR,17,13,CLE
2014,16,2014-12-21T12:00:00-06:00,NO,14,30,ATL
2014,16,2014-12-21T12:00:00-06:00,PIT,20,12,KC
2014,16,2014-12-21T12:00:00-06:00,HOU,25,13,BAL
2014,16,2014-12-21T15:05:00-06:00,STL,27,37,NYG
2014,16,2014-12-21T15:25:00-06:00,DAL,42,7,IND
2014,16,2014-12-21T15:25:00-06:00,OAK,26,24,BUF
2014,16,2014-12-21T19:30:00-06:00,ARI,6,35,SEA
2014,16,2014-12-22T19:30:00-06:00,CIN,37,28,DEN
2014,17,2014-12-28T12:00:00-06:00,TB,20,23,NO
2014,17,2014-12-28T12:00:00-06:00,KC,19,7,SD
2014,17,2014-12-28T12:00:00-06:00,MIA,24,37,NYJ
2014,17,2014-12-28T12:00:00-06:00,ATL,3,34,CAR
2014,17,2014-12-28T12:00:00-06:00,NYG,26,34,PHI
2014,17,2014-12-28T12:00:00-06:00,GB,30,20,DET
2014,17,2014-12-28T12:00:00-06:00,NE,9,17,BUF
2014,17,2014-12-28T12:00:00-06:00,BAL,20,10,CLE
2014,17,2014-12-28T12:00:00-06:00,WAS,17,44,DAL
2014,17,2014-12-28T12:00:00-06:00,PIT,27,17,CIN
2014,17,2014-12-28T12:00:00-06:00,HOU,23,17,JAC
2014,17,2014-12-28T12:00:00-06:00,TEN,10,27,IND
2014,17,2014-12-28T12:00:00-06:00,MIN,13,9,CHI
2014,17,2014-12-28T15:25:00-06:00,SF,20,17,ARI
2014,17,2014-12-28T15:25:00-06:00,DEN,47,14,OAK
2014,17,2014-12-28T15:25:00-06:00,SEA,20,6,STL
2014,18,2015-01-03T16:20:00-05:00,CAR,27,16,ARI
2014,18,2015-01-03T20:15:00-05:00,PIT,17,30,BAL
2014,18,2015-01-04T13:05:00-05:00,IND,26,10,CIN
2014,18,2015-01-04T16:40:00-05:00,DAL,24,20,DET
2014,19,2015-01-10T16:35:00-05:00,NE,35,31,BAL
2014,19,2015-01-10T20:15:00-05:00,SEA,31,17,CAR
2014,19,2015-01-11T13:05:00-05:00,GB,26,21,DAL
2014,19,2015-01-11T16:40:00-05:00,DEN,13,24,IND
2014,20,2015-01-18T15:00:00-05:00,SEA,28,22,GB
2014,20,2015-01-18T18:30:00-05:00,NE,45,7,IND
2014,21,2015-02-01T18:30:00-05:00,SEA,24,28,NE
