dataName,classifier,percent,score,OmniScore,Type1-A/A/Good,Type2-A/B/Bad,Type3-A/B/Good,Type4-A/A/Bad
2013,baseline,0.10255643593960233,1372.0,13378,2855.0,0.0,0.0,3654.0
2013,"RandomForestClassifier, max_depth None, criterion gini, max_features auto",0.5171176558528928,6918.0,13378,204.19999999999999,298.0,81.299999999999997,67.400000000000006
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 7",0.4622514576169831,6184.0,13378,204.40000000000001,277.80000000000001,81.099999999999994,87.599999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 8",0.5168186574973838,6914.0,13378,203.09999999999999,297.80000000000001,82.400000000000006,67.599999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 9",0.48916130961279713,6544.0,13378,199.5,293.80000000000001,86.0,71.599999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 10",0.5063537150545672,6774.0,13378,202.40000000000001,295.10000000000002,83.099999999999994,70.299999999999997
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 11",0.46598893706084615,6234.0,13378,204.59999999999999,278.60000000000002,80.900000000000006,86.799999999999997
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 12",0.5133801764090298,6868.0,13378,203.09999999999999,297.19999999999999,82.400000000000006,68.200000000000003
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 13",0.5059052175213037,6768.0,13378,202.19999999999999,294.89999999999998,83.299999999999997,70.5
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 14",0.49723426521154135,6652.0,13378,200.19999999999999,295.10000000000002,85.299999999999997,70.299999999999997
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 15",0.5247421139183734,7020.0,13378,205.69999999999999,296.39999999999998,79.799999999999997,69.0
2013,"RandomForestClassifier, max_depth 5.0, criterion gini, max_features 16",0.5213036328300195,6974.0,13378,204.90000000000001,296.80000000000001,80.599999999999994,68.599999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 7",0.4175512034683809,5586.0,13378,202.09999999999999,265.80000000000001,83.400000000000006,99.599999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 8",0.4888623112572881,6540.0,13378,197.90000000000001,295.60000000000002,87.599999999999994,69.799999999999997
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 9",0.4293616385109882,5744.0,13378,198.30000000000001,274.80000000000001,87.200000000000003,90.599999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 10",0.501719240544177,6712.0,13378,200.30000000000001,296.60000000000002,85.200000000000003,68.799999999999997
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 11",0.49125429810136045,6572.0,13378,197.30000000000001,295.30000000000001,88.200000000000003,70.099999999999994
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 12",0.4836298400358798,6470.0,13378,194.5,298.10000000000002,91.0,67.299999999999997
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 13",0.49274928987890565,6592.0,13378,196.0,299.19999999999999,89.5,66.200000000000003
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 14",0.4828823441471072,6460.0,13378,194.59999999999999,297.19999999999999,90.900000000000006,68.200000000000003
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 15",0.49529077590073256,6626.0,13378,197.90000000000001,297.5,87.599999999999994,67.900000000000006
2013,"RandomForestClassifier, max_depth 5.0, criterion entropy, max_features 16",0.49469277918971444,6618.0,13378,195.09999999999999,299.89999999999998,90.400000000000006,65.5
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 7",0.525190611451637,7026.0,13378,206.69999999999999,295.69999999999999,78.799999999999997,69.700000000000003
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 8",0.5103901928539393,6828.0,13378,203.09999999999999,296.10000000000002,82.400000000000006,69.299999999999997
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 9",0.5301240843175362,7092.0,13378,206.90000000000001,298.19999999999999,78.599999999999994,67.200000000000003
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 10",0.5254896098071461,7030.0,13378,205.0,298.10000000000002,80.5,67.299999999999997
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 11",0.5265361040514277,7044.0,13378,205.0,299.0,80.5,66.400000000000006
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 12",0.5295260876065182,7084.0,13378,205.80000000000001,299.19999999999999,79.700000000000003,66.200000000000003
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 13",0.531469576917327,7110.0,13378,208.30000000000001,297.10000000000002,77.200000000000003,68.299999999999997
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 14",0.5266856032291822,7046.0,13378,208.30000000000001,295.69999999999999,77.200000000000003,69.700000000000003
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 15",0.527732097473464,7060.0,13378,208.69999999999999,295.30000000000001,76.799999999999997,70.099999999999994
2013,"RandomForestClassifier, max_depth 6.0, criterion gini, max_features 16",0.5259381073404096,7036.0,13378,208.30000000000001,295.19999999999999,77.200000000000003,70.200000000000003
2013,"RandomForestClassifier, max_depth 6.0, criterion entropy, max_features 7",0.5165196591418747,6910.0,13378,203.69999999999999,296.80000000000001,81.799999999999997,68.599999999999994
